CUSTOMER_CODE,INST_CAPACITY,WTG_MODEL_NAME,STATE,ITEM_CODE,RELATED_TO,CALL_STATUS,Closure Range,Closure Days,VIOLATED
CCS00007,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,5.957429319,1
CCS00044,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00107,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00107,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCM00157,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCS00013,C2,W1,MH,IC1,RT009,CS1,CR4,118.8530817,1
CCR00042,C6,W12,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR1,0.705672787,0
CCZ00004,C5,W9,MH,IC1,RT013,CS1,CR3,5.957429319,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR3,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR3,5.957429319,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR3,23.01449275,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR3,5.957429319,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR2,0.705672787,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCS00007,C3,W2,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W13,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCM00144,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCN00039,C6,W12,GU,IC1,RT001,CS1,CR3,5.957429319,1
CCU00013,C3,W2,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCS00314,C3,W2,RA,IC1,RT013,CS1,CR4,118.8530817,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCJ00010,C5,W4,TN,IC1,RT030,CS1,CR3,5.957429319,1
CCC00010,C5,W4,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCS00010,C8,W15,MH,IC1,RT010,CS1,CR4,118.8530817,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCM00128,C3,W2,GU,IC1,RT013,CS1,CR2,0.705672787,1
CCI00030,C5,W6,GU,IC1,RT009,CS1,CR2,0.705672787,1
CCU00013,C3,W2,GU,IC1,RT013,CS1,CR2,0.705672787,1
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCN00039,C8,W17,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCG00056,C8,W15,KA,IC1,RT013,CS1,CR1,0.705672787,0
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCF00020,C6,W13,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCS00359,C5,W4,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCR00097,C5,W7,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCR00097,C3,W2,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCS00007,C3,W2,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR1,0.705672787,0
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR1,0.705672787,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCL00030,C6,W12,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCC00071,C5,W4,TN,IC1,RT030,CS1,CR2,5.957429319,1
CCS00007,C8,W15,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C8,W15,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C8,W15,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCN00039,C6,W12,GU,IC1,RT001,CS1,CR2,5.957429319,1
CCG00056,C8,W16,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCK00095,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCU00018,C5,W7,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCR00133,C5,W7,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCR00133,C5,W7,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCD00001,C6,W14,RA,IC1,RT009,CS1,CR2,5.957429319,1
CCD00001,C6,W14,RA,IC1,RT009,CS1,CR2,5.957429319,1
CCD00001,C6,W14,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCS00155,C5,W10,MH,IC2,RT033,CS1,CR4,118.8530817,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR2,0.705672787,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR2,0.705672787,1
CCA00121,C5,W7,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCB00087,C5,W6,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCA00121,C5,W6,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C5,W9,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,0.705672787,1
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C5,W9,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCK00095,C8,W15,RA,IC1,RT013,CS1,CR2,0.705672787,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,0.705672787,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCM00128,C3,W2,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W13,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR3,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR3,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR3,5.957429319,1
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR3,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCA00139,C6,W13,MH,IC2,RT027,CS1,CR4,118.8530817,1
CCA00139,C6,W13,MH,IC2,RT027,CS1,CR4,118.8530817,1
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCP00097,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR3,23.01449275,1
CCI00003,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCN00055,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCM00013,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCL00026,C3,W2,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCR00079,C3,W2,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCR00133,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCU00013,C3,W2,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCV00097,C8,W16,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCA00073,C5,W6,MH,IC1,RT031,CS1,CR4,118.8530817,1
CCC00067,C5,W6,TN,IC1,RT030,CS1,CR4,118.8530817,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCC00082,C5,W4,TN,IC1,RT001,CS1,CR3,5.957429319,1
CCD00001,C6,W14,RA,IC1,RT009,CS1,CR3,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCA00121,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCE00002,C2,W1,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCE00002,C5,W10,MH,IC1,RT013,CS1,CR4,118.8530817,1
CCE00002,C5,W10,MH,IC1,RT013,CS1,CR4,118.8530817,1
CCA00039,C5,W6,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCB00072,C3,W2,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCM00165,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCN00039,C8,W17,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,KA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,KA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,KA,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C6,W14,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCT00038,C6,W14,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCS00266,C5,W4,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCS00083,C5,W6,RA,IC1,RT013,CS1,CR4,118.8530817,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00155,C5,W10,MH,IC2,RT033,CS1,CR4,118.8530817,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCR00079,C3,W2,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCG00056,C8,W15,KA,IC1,RT028,CS1,CR2,5.957429319,1
CCF00020,C6,W14,KA,IC1,RT028,CS1,CR1,0.705672787,1
CCF00020,C6,W14,KA,IC1,RT028,CS1,CR1,0.705672787,1
CCF00020,C6,W14,KA,IC1,RT028,CS1,CR1,0.705672787,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,5.957429319,1
CCL00030,C6,W12,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C5,W7,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C6,W12,KA,IC3,RT002,CS1,CR4,118.8530817,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCS00157,C5,W9,MH,IC2,RT023,CS1,CR3,23.01449275,1
CCS00157,C5,W10,MH,IC2,RT023,CS1,CR3,23.01449275,1
CUV00092,C6,W14,RA,IC2,RT015,CS1,CR3,5.957429319,1
CCG00066,C6,W14,GU,IC1,RT013,CS1,CR3,23.01449275,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR3,5.957429319,1
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,1
CCR00133,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCV00104,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCR00079,C5,W7,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCR00079,C5,W7,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCB00029,C3,W2,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCL00026,C3,W2,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCK00055,C6,W14,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCF00020,C6,W13,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCS00007,C5,W4,TN,IC1,RT030,CS1,CR3,5.957429319,1
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCN00039,C6,W12,GU,IC1,RT001,CS1,CR2,5.957429319,1
CCN00039,C8,W16,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCT00038,C6,W14,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCT00038,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCK00095,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCK00095,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,1
CCK00111,C3,W2,MH,IC1,RT013,CS1,CR4,118.8530817,1
CCG00068,C5,W6,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCE00007,C5,W4,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCA00039,C5,W6,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCE00002,C5,W10,MH,IC1,RT013,CS1,CR4,118.8530817,1
CCD00001,C6,W14,RA,IC1,RT001,CS1,CR3,23.01449275,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR3,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCG00066,C8,W15,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCG00056,C8,W16,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCG00056,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCN00039,C6,W12,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCN00039,C8,W16,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCC00082,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,0.705672787,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCR00079,C5,W7,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCS00311,C6,W14,TN,IC2,RT027,CS1,CR4,118.8530817,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCA00184,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCA00121,C5,W6,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCA00121,C5,W7,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCA00039,C5,W6,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCB00022,C2,W1,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCB00072,C3,W2,GU,IC1,RT013,CS1,CR3,23.01449275,1
CCR00079,C5,W7,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCM00165,C5,W4,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCF00020,C6,W13,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCM00016,C5,W4,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCG00097,C8,W15,KA,IC1,RT008,CS1,CR2,5.957429319,1
CCC00082,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCR00079,C5,W7,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCP00115,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCK00055,C6,W14,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCK00055,C8,W15,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCF00020,C8,W17,RA,IC1,RT013,CS1,CR3,23.01449275,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C6,W14,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCT00038,C5,W9,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCK00095,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCU00018,C5,W7,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,1
CCA00054,C5,W6,GU,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR2,5.957429319,1
CCR00097,C5,W9,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCR00042,C6,W12,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCG00066,C8,W17,GU,IC1,RT013,CS1,CR3,23.01449275,1
CCG00066,C6,W14,GU,IC1,RT013,CS1,CR2,0.705672787,1
CCS00007,C6,W14,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR1,0.705672787,0
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCS00110,C5,W5,MH,IC1,RT013,CS1,CR3,23.01449275,1
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR2,0.705672787,1
CCF00020,C8,W17,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR2,5.957429319,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR1,0.705672787,0
CCT00038,C5,W9,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCV00104,C6,W14,GU,IC1,RT013,CS1,CR3,5.957429319,1
CCV00104,C6,W14,GU,IC1,RT009,CS1,CR1,0.705672787,0
CCL00026,C3,W2,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCK00055,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCC00073,C5,W6,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR1,0.705672787,0
CCZ00004,C5,W9,MH,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR4,118.8530817,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR4,118.8530817,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR2,5.957429319,1
CCS00343,C6,W12,TN,IC1,RT031,CS1,CR3,23.01449275,1
CCS00007,C6,W12,TN,IC1,RT028,CS1,CR4,118.8530817,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR2,0.705672787,1
CCM00157,C5,W4,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCZ00004,C5,W9,MH,IC1,RT013,CS1,CR3,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCG00065,C8,W16,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCS00007,C5,W4,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCS00007,C6,W14,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCR00151,C8,W15,GU,IC2,RT023,CS1,CR1,0.705672787,0
CCR00013,C5,W4,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCM00157,C6,W12,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR4,118.8530817,1
CCS00007,C5,W6,TN,IC1,RT013,CS1,CR4,118.8530817,1
CCM00016,C5,W4,TN,IC1,RT031,CS1,CR3,5.957429319,1
CCE00062,C5,W7,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCC00082,C5,W4,TN,IC2,RT015,CS1,CR3,5.957429319,1
CCM00157,C6,W12,TN,IC2,RT015,CS1,CR3,5.957429319,1
CCC00082,C5,W6,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,5.957429319,1
CCS00008,C2,W1,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCS00014,C5,W10,MH,IC1,RT013,CS1,CR1,0.705672787,1
CCF00020,C8,W15,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCG00056,C6,W12,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,KA,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,0.705672787,1
CCR00130,C6,W12,KA,IC1,RT031,CS1,CR2,0.705672787,1
CCF00020,C6,W14,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCG00065,C8,W16,GU,IC2,RT027,CS1,CR1,0.705672787,0
CCR00031,C5,W6,RA,IC1,RT013,CS1,CR4,118.8530817,1
CCR00031,C5,W6,RA,IC1,RT013,CS1,CR3,23.01449275,1
CUV00092,C6,W14,RA,IC1,RT013,CS1,CR3,23.01449275,1
CUV00092,C6,W14,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCG00077,C6,W14,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C5,W6,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C5,W7,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCG00066,C8,W15,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCG00077,C6,W14,TN,IC1,RT031,CS1,CR3,5.957429319,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR1,0.705672787,0
CCC00082,C5,W4,TN,IC1,RT013,CS1,CR3,5.957429319,1
CCJ00029,C6,W12,MH,IC1,RT031,CS1,CR1,0.705672787,0
CCT00039,C6,W12,MH,IC1,RT031,CS1,CR1,0.705672787,0
CCV00060,C6,W12,MH,IC1,RT031,CS1,CR1,0.705672787,0
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,KA,IC1,RT013,CS1,CR3,23.01449275,1
CCS00007,C6,W12,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCG00054,C6,W12,MH,IC1,RT031,CS1,CR2,5.957429319,1
CCU00018,C5,W7,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCS00302,C5,W6,TN,IC1,RT013,CS1,CR2,5.957429319,1
CCS00251,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCS00110,C5,W5,MH,IC1,RT013,CS1,CR1,0.705672787,0
CCR00133,C5,W7,GU,IC1,RT013,CS1,CR1,0.705672787,0
CCS00007,C5,W7,TN,IC1,RT013,CS1,CR3,23.01449275,1
CCE00002,C5,W10,MH,IC1,RT013,CS1,CR3,5.957429319,1
CCE00002,C5,W10,MH,IC1,RT013,CS1,CR4,118.8530817,1
CCS00251,C5,W6,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCR00013,C5,W4,GU,IC1,RT008,CS1,CR1,0.705672787,1
CCR00097,C5,W6,TN,IC1,RT013,CS1,CR1,0.705672787,1
CCP00071,C3,W2,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCL00026,C3,W2,RA,IC1,RT013,CS1,CR4,118.8530817,1
CCA00039,C5,W6,RA,IC1,RT013,CS1,CR3,5.957429319,1
CCE00062,C5,W7,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C5,W9,GU,IC1,RT013,CS1,CR1,0.705672787,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCC00085,C8,W15,TN,IC1,RT008,CS1,CR3,5.957429319,1
CCB00029,C3,W2,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCP00097,C5,W6,GU,IC1,RT013,CS1,CR2,5.957429319,1
CCF00020,C6,W14,RA,IC1,RT013,CS1,CR2,5.957429319,1
CCT00038,C5,W9,GU,IC1,RT013,CS1,CR2,5.957429319,1
